slug,use,magnitude,hex minus,scaled,binned
caprino,See,2919791,2925881.0,0.9979185756358512,20
caprino,Siedl,9019,2925881.0,0.003082490367858433,1
caprino,Wald,2168222,2925881.0,0.7410492771237108,15
chriesbach_duebendorf_schneidera,Siedl,4763541,5845672.0,0.814883387230758,17
chriesbach_duebendorf_schneidera,Sumpf,51401,5845672.0,0.008793001044191326,1
chriesbach_duebendorf_schneidera,Wald,104413,5845672.0,0.017861590592150912,1
cully-plage,Obstanlage,13128,3614878.0,0.0036316578318825697,1
cully-plage,Reben,1911016,3614878.0,0.5286529725207877,11
cully-plage,See,2230794,3614878.0,0.6171146024845099,13
cully-plage,Siedl,811379,3614878.0,0.22445543113764835,5
cully-plage,Wald,198177,3614878.0,0.05482259705583425,2
delta-park,See,2802753,3042919.0,0.9210738110347334,19
delta-park,Siedl,1965941,3042919.0,0.6460707629746306,13
delta-park,Wald,620950,3042919.0,0.20406392677557306,5
emme_biberist_jennim,Obstanlage,1877,5845672.0,0.00032109225423527013,1
emme_biberist_jennim,Siedl,2647373,5845672.0,0.4528774450567873,10
emme_biberist_jennim,Wald,1529765,5845672.0,0.26169189786905594,6
emme_luterbach_huggenbergerk,Siedl,3280513,5845672.0,0.5611866351721411,12
emme_luterbach_huggenbergerk,Wald,621956,5845672.0,0.10639597979496626,3
emme_utzenstorf_gruttert,Siedl,1910875,5845672.0,0.32688713975057104,7
emme_utzenstorf_gruttert,Wald,1296146,5845672.0,0.22172745922111264,5
erlach-camping-strand,Reben,91673,2301037.0,0.039839863505019696,1
erlach-camping-strand,See,3544635,2301037.0,1.5404511096518656,
erlach-camping-strand,Siedl,731586,2301037.0,0.3179375212132617,7
erlach-camping-strand,Sumpf,112998,2301037.0,0.04910742417440484,1
erlach-camping-strand,Wald,461469,2301037.0,0.20054827453882748,5
evole-plage,See,2195129,3650543.0,0.6013157494652166,13
evole-plage,Siedl,2946815,3650543.0,0.8072264865802156,17
evole-plage,Stadtzentr,200637,3650543.0,0.0549608647261517,2
evole-plage,Wald,480933,3650543.0,0.13174286674612518,3
flibach-river-right-bank,Fels,29944,4231205.0,0.007076943802061115,1
flibach-river-right-bank,See,1614467,4231205.0,0.38156199002411845,8
flibach-river-right-bank,Siedl,1007018,4231205.0,0.23799792257761088,5
flibach-river-right-bank,Wald,1421531,4231205.0,0.33596363210952906,7
foce-del-cassarate,See,2571683,5845672.0,0.43992940418141835,9
foce-del-cassarate,Siedl,3175847,5845672.0,0.5432817646970272,11
foce-del-cassarate,Stadtzentr,96579,5845672.0,0.01652145382087808,1
gals-reserve,Reben,111855,3653090.0,0.030619283948657164,1
gals-reserve,See,2192582,3653090.0,0.6001992833464272,13
gals-reserve,Siedl,681642,3653090.0,0.18659326761727743,4
gals-reserve,Sumpf,11422,3653090.0,0.003126668108368532,1
gals-reserve,Wald,1147377,3653090.0,0.3140839672715427,7
gasi-strand,Fels,49706,3800631.0,0.013078354620588001,1
gasi-strand,See,2045041,3800631.0,0.5380793347209977,11
gasi-strand,Siedl,745865,3800631.0,0.19624767571490104,4
gasi-strand,Wald,1628298,3800631.0,0.42842833203223357,9
gerra-gambarogno,Fels,72218,3093783.0,0.02334294292780069,1
gerra-gambarogno,See,2751889,3093783.0,0.8894899868542816,18
gerra-gambarogno,Siedl,638812,3093783.0,0.2064824843888534,5
gerra-gambarogno,Wald,2129403,3093783.0,0.6882845370861499,14
glatt_oerlikon_covosn,Siedl,4796105,5845672.0,0.8204540042616144,17
glatt_oerlikon_covosn,Wald,72803,5845672.0,0.012454171222743938,1
goldach_goldach_schlachterj,Obstanlage,504432,5845672.0,0.08629153329163868,2
goldach_goldach_schlachterj,See,19726,5845672.0,0.0033744623372642187,1
goldach_goldach_schlachterj,Siedl,2445864,5845672.0,0.4184059591437905,9
goldach_goldach_schlachterj,Wald,712466,5845672.0,0.12187922962492592,3
golene-gudo,Reben,395558,5845672.0,0.06766681401214437,2
golene-gudo,See,70536,5845672.0,0.01206636294338786,1
golene-gudo,Siedl,551459,5845672.0,0.09433628845409048,2
golene-gudo,Wald,1563104,5845672.0,0.2673950916164985,6
grand-clos,See,2979104,2866568.0,1.0392580953949113,
grand-clos,Siedl,781085,2866568.0,0.27248089003993625,6
grand-clos,Wald,1377375,2866568.0,0.48049618917116216,10
greifensee_fallanden_meistery,See,2264442,3581230.0,0.6323084526824583,13
greifensee_fallanden_meistery,Siedl,774807,3581230.0,0.21635220301404826,5
greifensee_fallanden_meistery,Sumpf,131761,3581230.0,0.036792107739519665,1
greifensee_fallanden_meistery,Wald,1046551,3581230.0,0.29223227773697863,6
greifensee_fallanden_simmenc,See,2356816,3488856.0,0.6755268775782091,14
greifensee_fallanden_simmenc,Siedl,659621,3488856.0,0.18906512621902424,4
greifensee_fallanden_simmenc,Sumpf,84888,3488856.0,0.02433118477804759,1
greifensee_fallanden_simmenc,Wald,1068770,3488856.0,0.3063382380929451,7
greifensee_greifensee_simmenc,See,3128182,2717490.0,1.151129166988655,
greifensee_greifensee_simmenc,Siedl,1492518,2717490.0,0.5492266760871245,11
greifensee_greifensee_simmenc,Sumpf,157325,2717490.0,0.05789349730817777,2
greifensee_greifensee_simmenc,Wald,85960,2717490.0,0.031632131120997685,1
greifensee_maur_simmenc,Obstanlage,80245,3345802.0,0.023983786249156404,1
greifensee_maur_simmenc,See,2499870,3345802.0,0.7471661502981946,15
greifensee_maur_simmenc,Siedl,207919,3345802.0,0.062143246970382586,2
greifensee_maur_simmenc,Sumpf,63784,3345802.0,0.019063889614507973,1
greifensee_maur_simmenc,Wald,695159,3345802.0,0.20777051361676513,5
greifensee_uster_fischerb_-2,See,2668319,3177353.0,0.8397930604500035,17
greifensee_uster_fischerb_-2,Siedl,1161084,3177353.0,0.3654249307521072,8
greifensee_uster_fischerb_-2,Wald,466858,3177353.0,0.14693299737234106,3
greifensee_uster_fischerb_1,See,2570156,3275516.0,0.7846568296414977,16
greifensee_uster_fischerb_1,Siedl,1154585,3275516.0,0.352489500890852,8
greifensee_uster_fischerb_1,Sumpf,10742,3275516.0,0.003279483293624577,1
greifensee_uster_fischerb_1,Wald,467399,3275516.0,0.14269476931268235,3
grendelbach_effretikon_dambonec,Siedl,2489030,5845672.0,0.4257902256575463,9
grendelbach_effretikon_dambonec,Wald,1450034,5845672.0,0.24805257633339675,5
gummligrabbe,Fels,24320,5845672.0,0.004160342899841113,1
gummligrabbe,Siedl,292155,5845672.0,0.049978000818383245,1
gummligrabbe,Stausee,488918,5845672.0,0.08363760402567917,2
gummligrabbe,Sumpf,453882,5845672.0,0.07764411003559557,2
gummligrabbe,Wald,1793369,5845672.0,0.3067857724484028,7
hafeli,See,2431878,3413794.0,0.7123681159437272,15
hafeli,Siedl,1548420,3413794.0,0.4535774566362235,10
hafeli,Wald,745991,3413794.0,0.21852255877185325,5
hauterive-petite-plage,Reben,60237,4125889.0,0.014599762620855772,1
hauterive-petite-plage,See,1719783,4125889.0,0.4168272583193586,9
hauterive-petite-plage,Siedl,3078435,4125889.0,0.7461264711677895,15
hauterive-petite-plage,Wald,575812,4125889.0,0.13956071043113374,3
impromptu_cudrefin,See,2676767,3168905.0,0.8446977741522702,17
impromptu_cudrefin,Siedl,781310,3168905.0,0.24655519808892978,5
impromptu_cudrefin,Sumpf,295067,3168905.0,0.09311323627562203,2
impromptu_cudrefin,Wald,374708,3168905.0,0.11824526137577492,3
inn_pradella_kohlt,See,31192,5845672.0,0.005335913475815954,1
inn_pradella_kohlt,Siedl,242709,5845672.0,0.04151943523345135,1
inn_pradella_kohlt,Wald,2308220,5845672.0,0.39485965001115353,8
isole-di-brissago-porto,See,5141583,704089.0,7.302461762646484,
isole-di-brissago-porto,Siedl,400946,704089.0,0.5694535776016952,12
isole-di-brissago-porto,Wald,120901,704089.0,0.17171266700658583,4
jardin-botanique,See,2464734,3380938.0,0.7290089318408087,15
jardin-botanique,Siedl,3380023,3380938.0,0.9997293650460316,20
jona-river-rastplatz,Obstanlage,109699,5845672.0,0.01876584933263447,1
jona-river-rastplatz,See,3724838,5845672.0,0.6371958604588147,13
jona-river-rastplatz,Siedl,1366318,5845672.0,0.23373155387438777,5
jona-river-rastplatz,Sumpf,164064,5845672.0,0.028065892167743932,1
jona_tann_nusslin,Obstanlage,268248,5845672.0,0.04588830847847775,1
jona_tann_nusslin,Siedl,2788925,5845672.0,0.477092282974481,10
jona_tann_nusslin,Wald,630865,5845672.0,0.10792001330214901,3
katzenbach_zuerich_sanesim,See,77175,5768497.0,0.013378701592459873,1
katzenbach_zuerich_sanesim,Siedl,1546547,5768497.0,0.2681022456976228,6
katzenbach_zuerich_sanesim,Sumpf,178255,5768497.0,0.030901463587482147,1
katzenbach_zuerich_sanesim,Wald,700962,5768497.0,0.12151553515586469,3
katzensee_regensdorfzuerichaffoltern_stueberj,See,329943,5515729.0,0.05981856614057725,2
katzensee_regensdorfzuerichaffoltern_stueberj,Siedl,961904,5515729.0,0.1743929043649534,4
katzensee_regensdorfzuerichaffoltern_stueberj,Sumpf,394494,5515729.0,0.0715216429233561,2
katzensee_regensdorfzuerichaffoltern_stueberj,Wald,1014370,5515729.0,0.18390497430167435,4
kusnachter-dorfbach-tobelweg-1-4,See,1094642,5845672.0,0.1872568286417712,4
kusnachter-dorfbach-tobelweg-1-4,Siedl,3542739,5845672.0,0.6060447797960611,13
kusnachter-dorfbach-tobelweg-1-4,Wald,683165,5845672.0,0.11686680333758034,3
la-morges,Obstanlage,29401,2828128.0,0.01039592267393838,1
la-morges,Reben,15673,2828128.0,0.005541828375519071,1
la-morges,See,3017544,2828128.0,1.066975752158318,
la-morges,Siedl,2611220,2828128.0,0.9233033299765782,19
la-pecherie,Obstanlage,560436,3425115.0,0.1636254549117329,4
la-pecherie,Reben,555370,3425115.0,0.1621463804864946,4
la-pecherie,See,2420557,3425115.0,0.7067082419130453,15
la-pecherie,Siedl,318355,3425115.0,0.09294724410713216,2
la-pecherie,Wald,365108,3425115.0,0.10659729673310239,3
la-petite-plage,Obstanlage,170,3589725.0,4.735738810075981e-05,1
la-petite-plage,See,2255947,3589725.0,0.6284456330220282,13
la-petite-plage,Siedl,2380646,3589725.0,0.6631833914854202,14
la-petite-plage,Sumpf,318211,3589725.0,0.08864495191135811,2
la-petite-plage,Wald,464808,3589725.0,0.1294828991078704,3
la-thiele_le-mujon_confluence,Siedl,3490258,5845672.0,0.5970670266823045,12
lacleman_gland_kubela,See,2741919,3103753.0,0.8834204912568752,18
lacleman_gland_kubela,Siedl,71237,3103753.0,0.02295189082378656,1
lacleman_gland_kubela,Wald,1261078,3103753.0,0.4063074606774444,9
lacleman_gland_lecoanets,See,2754255,3091417.0,0.8909360982358575,18
lacleman_gland_lecoanets,Siedl,68015,3091417.0,0.0220012376201593,1
lacleman_gland_lecoanets,Wald,1259354,3091417.0,0.4073711181636123,9
lacleman_vidy_santie,See,2123904,3721768.0,0.570670713488858,12
lacleman_vidy_santie,Siedl,3384261,3721768.0,0.9093154113851266,19
lacleman_vidy_santie,Wald,157389,3721768.0,0.042288772432886736,1
langete_langenthal_geiserm,Siedl,3594827,5845672.0,0.6149553036845037,13
langete_langenthal_geiserm,Wald,926024,5845672.0,0.15841189858069354,4
lavey-la-source,Fels,623077,5845672.0,0.10658774560050581,3
lavey-la-source,Siedl,1047540,5845672.0,0.17919924347448848,4
lavey-la-source,Wald,2844518,5845672.0,0.4866023957553554,10
lavey-les-bains,Fels,477444,5845672.0,0.0816747843532788,2
lavey-les-bains,Siedl,1867814,5845672.0,0.3195208352435785,7
lavey-les-bains,Wald,1710439,5845672.0,0.29259920844002196,6
lavey-les-bains-2,Fels,396513,5845672.0,0.0678301827403248,2
lavey-les-bains-2,Siedl,2107713,5845672.0,0.36055957296269786,8
lavey-les-bains-2,Wald,1431234,5845672.0,0.24483652178911167,5
le-pierrier,Reben,64958,2680583.0,0.02423278816585795,1
le-pierrier,See,3165089,2680583.0,1.1807465017871113,
le-pierrier,Siedl,2615163,2680583.0,0.9755948612671199,20
le-port,See,2925599,2920073.0,1.0018924184429636,
le-port,Siedl,2919633,2920073.0,0.9998493188355223,20
les-glariers,Fels,701386,5845672.0,0.11998381024457068,3
les-glariers,Geroell,67696,5845672.0,0.01158053342712352,1
les-glariers,Obstanlage,1270600,5845672.0,0.21735738850896869,5
les-glariers,Reben,2281803,5845672.0,0.3903405801762398,8
les-glariers,Siedl,842504,5845672.0,0.14412440520097602,3
les-glariers,Wald,345389,5845672.0,0.05908456718064236,2
les-vieux-ronquoz,Fels,3031,5845672.0,0.0005185032619004282,1
les-vieux-ronquoz,Obstanlage,534971,5845672.0,0.09151574019206005,2
les-vieux-ronquoz,Reben,93406,5845672.0,0.015978659083164433,1
les-vieux-ronquoz,Siedl,3763843,5845672.0,0.6438683183045508,13
les-vieux-ronquoz,Wald,755754,5845672.0,0.1292843662798734,3
leuk-mattenstrasse,Fels,401131,5845672.0,0.0686201689044476,2
leuk-mattenstrasse,Reben,741619,5845672.0,0.1268663380360718,3
leuk-mattenstrasse,Siedl,842524,5845672.0,0.1441278265355976,3
leuk-mattenstrasse,Wald,2123379,5845672.0,0.3632395043717814,8
lido,See,2700805,3144867.0,0.8587978442331583,18
lido,Siedl,3046722,3144867.0,0.968792002968647,20
lido,Stadtzentr,96579,3144867.0,0.03071004274584585,1
ligerz-strand,Fels,234111,3325466.0,0.07039945679793448,2
ligerz-strand,Reben,661136,3325466.0,0.19881003143619572,4
ligerz-strand,See,2520206,3325466.0,0.7578504786998274,16
ligerz-strand,Siedl,495862,3325466.0,0.14911053067449795,3
ligerz-strand,Wald,1068249,3325466.0,0.32123287382881077,7
limmat_dietikon_keiserp,Reben,2053,5845672.0,0.00035119999890517294,1
limmat_dietikon_keiserp,Siedl,3700442,5845672.0,0.6330225164874116,13
limmat_dietikon_keiserp,Wald,595222,5845672.0,0.10182268180630046,3
limmat_unterengstringen_oggierbuhrer,Reben,93655,5845672.0,0.016021254699203104,1
limmat_unterengstringen_oggierbuhrer,Siedl,3537068,5845672.0,0.6050746603641122,13
limmat_unterengstringen_oggierbuhrer,Wald,309970,5845672.0,0.053025554632555504,2
limmat_zuerich_jansena,Obstanlage,81820,5845672.0,0.013996679936883218,1
limmat_zuerich_jansena,Siedl,4950021,5845672.0,0.8467839112423687,17
limmat_zuerich_jansena,Wald,95525,5845672.0,0.01634114948632082,1
limmat_zuerich_suterdglauserp,Siedl,5042892,5845672.0,0.8626710496244059,18
limmat_zuerich_suterdglauserp,Wald,633680,5845672.0,0.10840156615013638,3
limmat_zuerich_wagnerc,Obstanlage,81820,5845672.0,0.013996679936883218,1
limmat_zuerich_wagnerc,Siedl,4360436,5845672.0,0.7459255325991605,15
limmat_zuerich_wagnerc,Wald,388618,5845672.0,0.06647961089845615,2
limmat_zurich_mortensena_meiera,Obstanlage,81820,5845672.0,0.013996679936883218,1
limmat_zurich_mortensena_meiera,Siedl,4919374,5845672.0,0.8415412291349909,17
limmat_zurich_mortensena_meiera,Wald,103665,5845672.0,0.017733632677303823,1
linth_mollis,Fels,11460,5845672.0,0.0019604247381652612,1
linth_mollis,See,613762,5845672.0,0.10499425900050499,3
linth_mollis,Siedl,931348,5845672.0,0.1593226578569581,4
linth_mollis,Wald,1067747,5845672.0,0.18265598890940168,4
linth_route9brucke,Fels,36731,5845672.0,0.006283452099262497,1
linth_route9brucke,See,2172059,5845672.0,0.37156703284070675,8
linth_route9brucke,Siedl,654130,5845672.0,0.11189988080070179,3
linth_route9brucke,Wald,1841650,5845672.0,0.31504504529162775,7
linthdammweg,See,440445,5845672.0,0.07534548637008713,2
linthdammweg,Siedl,855512,5845672.0,0.14634964123885158,3
linthdammweg,Wald,1114340,5845672.0,0.19062650111056523,4
lorze_baar_blarere,Obstanlage,430355,5845672.0,0.0736194230535001,2
lorze_baar_blarere,Siedl,1979438,5845672.0,0.33861598803354004,7
lorze_baar_blarere,Wald,1789288,5845672.0,0.3060876491188695,7
lotschebach_bern_scheurerk,Siedl,3752458,5845672.0,0.6419207235712164,13
lotschebach_bern_scheurerk,Wald,454385,5845672.0,0.0777301566013283,2
lugano-centro,See,1606950,4238722.0,0.37911191156202273,8
lugano-centro,Siedl,4140580,4238722.0,0.9768463230190609,20
lugano-centro,Stadtzentr,96579,4238722.0,0.02278493376069485,1
luscherz-plage,Obstanlage,478126,2804968.0,0.17045684656652055,4
luscherz-plage,See,3040704,2804968.0,1.0840423134951984,
luscherz-plage,Siedl,543167,2804968.0,0.1936446333790617,4
luscherz-plage,Wald,1452174,2804968.0,0.5177149971051364,11
luscherz-two,Obstanlage,478126,3053633.0,0.15657611769325258,4
luscherz-two,See,2792039,3053633.0,0.914333516830608,19
luscherz-two,Siedl,532833,3053633.0,0.17449149914216935,4
luscherz-two,Wald,1667866,3053633.0,0.5461907177450598,11
magadino-lido,Fels,34890,3599743.0,0.009692358593377361,1
magadino-lido,See,2245929,3599743.0,0.6239137071729843,13
magadino-lido,Siedl,938572,3599743.0,0.26073305788774365,6
magadino-lido,Sumpf,541673,3599743.0,0.1504754644984378,4
magadino-lido,Wald,1491486,3599743.0,0.4143312453139016,9
maladaire,Reben,487044,3604331.0,0.13512743418959025,3
maladaire,See,2241341,3604331.0,0.6218466062079204,13
maladaire,Siedl,3075595,3604331.0,0.8533053706776653,18
mammern-swisslitterreport,Obstanlage,4339,4419180.0,0.000981856362492589,1
mammern-swisslitterreport,See,1426492,4419180.0,0.32279563176878967,7
mammern-swisslitterreport,Siedl,202400,4419180.0,0.0458003521015211,1
mammern-swisslitterreport,Wald,1573372,4419180.0,0.3560325671278382,8
mannewil,Siedl,165905,5845672.0,0.028380826019660358,1
mannewil,Stausee,458853,5845672.0,0.07849448275578924,2
mannewil,Wald,2439183,5845672.0,0.4172630623134517,9
mols-rocks,Fels,128062,3514959.0,0.03643342639274028,1
mols-rocks,See,2330713,3514959.0,0.6630839790734401,14
mols-rocks,Siedl,537184,3514959.0,0.15282795617246175,4
mols-rocks,Wald,1460834,3514959.0,0.415604847737911,9
muhlehorn-dorf,See,2687016,3158656.0,0.8506833286055842,18
muhlehorn-dorf,Siedl,145895,3158656.0,0.046188948717429186,1
muhlehorn-dorf,Wald,1302510,3158656.0,0.4123620932447218,9
mullermatte,See,1243395,4602277.0,0.27016952695372315,6
mullermatte,Siedl,2362757,4602277.0,0.5133886986811094,11
mullermatte,Stadtzentr,34237,4602277.0,0.007439143710819666,1
mullermatte,Wald,1928586,4602277.0,0.4190503961408668,9
murg-bad,See,3323765,2521907.0,1.3179570063448018,
murg-bad,Siedl,319483,2521907.0,0.12668310131975524,3
murg-bad,Wald,1029127,2521907.0,0.40807492108154664,9
murg_waengi_strickerr,Siedl,1713786,5845672.0,0.29317176878894335,6
murg_waengi_strickerr,Wald,69384,5845672.0,0.01186929406918486,1
neuenburgersee_cudrefin_mattera,See,2601516,3244156.0,0.8019084162413891,17
neuenburgersee_cudrefin_mattera,Siedl,982834,3244156.0,0.30295522163545774,7
neuenburgersee_cudrefin_mattera,Sumpf,208927,3244156.0,0.06440103373573897,2
neuenburgersee_cudrefin_mattera,Wald,294230,3244156.0,0.09069539196018933,2
nidau-strand,See,1440337,4405335.0,0.3269528878053542,7
nidau-strand,Siedl,3223111,4405335.0,0.7316381160570081,15
nidau-strand,Stadtzentr,18309,4405335.0,0.004156097095907575,1
nidau-strand,Wald,490976,4405335.0,0.11145032103120421,3
nouvelle-plage,See,2984746,2860926.0,1.0432796933580246,
nouvelle-plage,Siedl,1517547,2860926.0,0.5304390955935246,11
nouvelle-plage,Sumpf,292723,2860926.0,0.10231757130383659,3
nouvelle-plage,Wald,319795,2860926.0,0.11178024178185664,3
oben-am-see,Fels,209771,4322562.0,0.04852932126826637,1
oben-am-see,See,1523110,4322562.0,0.3523627885499387,8
oben-am-see,Siedl,1265467,4322562.0,0.29275855383913524,6
oben-am-see,Wald,990864,4322562.0,0.2292307201145987,5
oberi-chlihochstetten,Geroell,157840,5845672.0,0.027001172833508277,1
oberi-chlihochstetten,See,72592,5845672.0,0.01241807614248627,1
oberi-chlihochstetten,Siedl,1025596,5845672.0,0.17544535512769105,4
oberi-chlihochstetten,Sumpf,246197,5845672.0,0.04211611599145487,1
oberi-chlihochstetten,Wald,1055836,5845672.0,0.1806184130755198,4
ognonnaz-1,Reben,235637,5845672.0,0.04030965131126071,1
ognonnaz-1,See,686499,5845672.0,0.11743713981899771,3
ognonnaz-1,Siedl,4536386,5845672.0,0.7760247239325094,16
oyonne,See,2107183,3738489.0,0.5636456333026525,12
oyonne,Siedl,3738058,3738489.0,0.9998847127810193,20
pacha-mama-gerra,Fels,72218,2773332.0,0.02604015675007536,1
pacha-mama-gerra,See,3072340,2773332.0,1.107815436449729,
pacha-mama-gerra,Siedl,605201,2773332.0,0.21822161933731699,5
pacha-mama-gerra,Wald,1819272,2773332.0,0.6559878153787574,14
parc-des-pierrettes,See,2742974,3102698.0,0.8840609044128691,18
parc-des-pierrettes,Siedl,2924071,3102698.0,0.942428492879423,19
parc-des-pierrettes,Wald,157389,3102698.0,0.05072649674573548,2
pecos-plage,See,1891285,3954387.0,0.4782751410016268,10
pecos-plage,Siedl,1389340,3954387.0,0.3513414342096512,8
pecos-plage,Sumpf,133550,3954387.0,0.0337726176016662,1
pecos-plage,Wald,324724,3954387.0,0.08211740530201014,2
pfaffner_rothrist_ischik,Siedl,2283851,5845672.0,0.39069092484148954,8
pfaffner_rothrist_ischik,Wald,1212832,5845672.0,0.20747520558799742,5
pfafikon-bad,See,2699237,3146435.0,0.8578715276177642,18
pfafikon-bad,Siedl,1911113,3146435.0,0.6073899508491356,13
pfafikon-bad,Sumpf,450735,3146435.0,0.14325260175404864,3
pfafikon-bad,Wald,132974,3146435.0,0.04226179787600888,1
pierrier-sud,Reben,96216,2804912.0,0.03430268044059849,1
pierrier-sud,See,3040760,2804912.0,1.0840839213494042,
pierrier-sud,Siedl,2662933,2804912.0,0.9493820126977246,19
plage-de-cheyres,See,2826740,3018932.0,0.9363377512312301,19
plage-de-cheyres,Siedl,957070,3018932.0,0.31702270869300797,7
plage-de-cheyres,Sumpf,358637,3018932.0,0.11879598480522251,3
plage-de-cheyres,Wald,905293,3018932.0,0.29987194146804236,6
plage-de-dorigny,See,2190097,3655575.0,0.5991114940877974,12
plage-de-dorigny,Siedl,3318067,3655575.0,0.9076730746872927,19
plage-de-dorigny,Wald,157389,3655575.0,0.043054512627972344,1
plage-de-serriere,Reben,6994,3561008.0,0.0019640506283614078,1
plage-de-serriere,See,2284664,3561008.0,0.641577890305217,13
plage-de-serriere,Siedl,3124358,3561008.0,0.8773802249250774,18
plage-de-serriere,Stadtzentr,78345,3561008.0,0.02200079303388254,1
plage-de-serriere,Wald,351308,3561008.0,0.09865408895458815,2
plage-de-st-sulpice,See,2867601,2978071.0,0.9629055183707843,20
plage-de-st-sulpice,Siedl,2905921,2978071.0,0.9757729080334216,20
plage-de-st-sulpice,Wald,64229,2978071.0,0.021567316561626637,1
pointe-dareuse,Obstanlage,100000,2153529.0,0.046435409042552944,1
pointe-dareuse,See,3692143,2153529.0,1.7144617044859856,
pointe-dareuse,Siedl,417317,2153529.0,0.19378285595411068,4
pointe-dareuse,Wald,245020,2153529.0,0.11377603923606322,3
pont-sous-terre,Siedl,4707642,5845672.0,0.8053209280301734,17
pont-sous-terre,Stadtzentr,578713,5845672.0,0.09899854114291735,2
pont-sous-terre,Wald,243511,5845672.0,0.041656630751776696,1
preverenges,Obstanlage,202398,3228468.0,0.06269165436981256,2
preverenges,Reben,77888,3228468.0,0.024125374635895414,1
preverenges,See,2617204,3228468.0,0.8106643770357953,17
preverenges,Siedl,2466240,3228468.0,0.7639041179903285,16
preverenges,Wald,142392,3228468.0,0.04410512973955449,1
preverenges-le-sout,Obstanlage,204973,2602545.0,0.07875867660309428,2
preverenges-le-sout,Reben,77888,2602545.0,0.02992762853283997,1
preverenges-le-sout,See,3243127,2602545.0,1.2461367622846098,
preverenges-le-sout,Siedl,2050266,2602545.0,0.7877927182815283,16
preverenges-le-sout,Wald,222126,2602545.0,0.08534953286110326,2
quai-maria-belgia,Reben,1748,2517958.0,0.0006942133268307097,1
quai-maria-belgia,See,3327714,2517958.0,1.3215923379182655,
quai-maria-belgia,Siedl,2515785,2517958.0,0.9991369991080074,20
rastplatz-stampf,Obstanlage,109699,1889950.0,0.05804333447974814,2
rastplatz-stampf,See,3955722,1889950.0,2.0930299743379455,
rastplatz-stampf,Siedl,1186946,1889950.0,0.6280303711738405,13
rastplatz-stampf,Sumpf,131710,1889950.0,0.06968967433000874,2
reuss,Siedl,663001,5845672.0,0.11341741377210353,3
reuss,Stausee,404307,5845672.0,0.06916347684235448,2
reuss,Sumpf,163245,5845672.0,0.027925788514990234,1
reuss,Wald,1565047,5845672.0,0.267727474274985,6
reuss_hunenberg_eberhardy,Siedl,421142,5845672.0,0.07204338526006933,2
reuss_hunenberg_eberhardy,Sumpf,1431325,5845672.0,0.24485208886163987,5
reuss_hunenberg_eberhardy,Wald,89055,5845672.0,0.015234347736239735,1
reuss_ottenbach_schoenenbergerl,Siedl,1048740,5845672.0,0.17940452355178327,4
reuss_ottenbach_schoenenbergerl,Sumpf,984725,5845672.0,0.16845368676176153,4
reuss_stkarli_linigersimhofy,See,18287,5845672.0,0.0031282973112415477,1
reuss_stkarli_linigersimhofy,Siedl,3243225,5845672.0,0.5548078989036676,12
reuss_stkarli_linigersimhofy,Stadtzentr,45987,5845672.0,0.007866845762129657,1
reuss_stkarli_linigersimhofy,Wald,1096474,5845672.0,0.18757022289310793,4
rhein-beach-tinguely,Siedl,5180068,5845672.0,0.8861372995268979,18
rhein-beach-tinguely,Stadtzentr,338661,5845672.0,0.0579336302139429,2
rhein_basel,Siedl,4342121,5845672.0,0.7427924454194488,15
rhein_basel,Stadtzentr,1443130,5845672.0,0.24687153162202738,5
rhein_basel_hungerbuehlern,Siedl,5096470,5845672.0,0.8718364629421562,18
rhein_basel_hungerbuehlern,Stadtzentr,500869,5845672.0,0.08568202252880422,2
rhein_domatems_foppa_f,Fels,71,5845672.0,1.2145737906608512e-05,1
rhein_domatems_foppa_f,Siedl,1691750,5845672.0,0.28940214230288663,6
rhein_domatems_foppa_f,Wald,2156233,5845672.0,0.3688597307546506,8
rhein_eglisau_gomringerp,Reben,132273,5845672.0,0.02262750972001166,1
rhein_eglisau_gomringerp,Siedl,1494491,5845672.0,0.2556576899969755,6
rhein_eglisau_gomringerp,Wald,1232811,5845672.0,0.21089294780822462,5
rhein_hemishofen_stolll,Reben,92345,5845672.0,0.015797157281489622,1
rhein_hemishofen_stolll,Siedl,409392,5845672.0,0.07003335116989116,2
rhein_hemishofen_stolll,Wald,1034304,5845672.0,0.17693500422192693,4
rivapiana,See,2634467,3211205.0,0.820398261711725,17
rivapiana,Siedl,3190656,3211205.0,0.9936008445427806,20
rivapiana,Wald,19494,3211205.0,0.006070618350432314,1
rocky-plage,See,2424914,3420758.0,0.708882066489357,15
rocky-plage,Siedl,3279944,3420758.0,0.9588354393967653,20
rocky-plage,Stadtzentr,107432,3420758.0,0.03140590477315262,1
rolle-plage,Reben,966437,3318818.0,0.29119915584403844,6
rolle-plage,See,2526854,3318818.0,0.7613716690701328,16
rolle-plage,Siedl,2128820,3318818.0,0.6414392111890438,13
route-13,Reben,115551,5845672.0,0.019766931842908737,1
route-13,Siedl,4674362,5845672.0,0.7996278272198646,16
route-13,Wald,262123,5845672.0,0.04484052475061892,1
ruisseau-de-la-croix-plage,See,2950431,2895241.0,1.0190623164012944,
ruisseau-de-la-croix-plage,Siedl,721573,2895241.0,0.24922726640027548,5
ruisseau-de-la-croix-plage,Sumpf,265442,2895241.0,0.09168217775307824,2
ruisseau-de-la-croix-plage,Wald,1015707,2895241.0,0.3508195000001727,8
